id,abbreviation,name,type
2911,NHZ,New Hope Zimbabwe,NGO
9446,NHO,New Horizons Organization,NGO
4475,NIWO,New Iraqi Woman Organization,NGO
1409,New Ireland PDC,New Ireland PDC,Private organization/foundation
7240,NLSD,New Life for Solidarity and Development,NGO
187,NLI-K,NEW LIFE INTERNATIONAL-KENYA,NGO
5482,Newman Foundation,Newman Foundation,Private organization/foundation
8008,NP4PD,New Page for Peace and Development,NGO
1770,News Corp.,News Corp.,Private organization/foundation
5131,NSRDO,New Society Reconstruction and Development Organization,NGO
5273,NSWRF,New South Wales Relief Fund,NGO
7986,NSCC,New Sudan Council of Churches,NGO
328,NVWS,New Vision Welfare Society Balochistan,NGO
546,New Ways,New Ways Organization,NGO
5896,NWE,New World Enterprise S.r.l.,NGO
6283,NWHO,New World Hope Organization,NGO
1679,New York Life Insurance Company,New York Life Insurance Company,Private organization/foundation
7841,NYU CGA,New York University Center for Global Affairs,Private organization/foundation
1670,New York Yankees,New York Yankees,Private organization/foundation
5369,New Zealand,"New Zealand, Government of",Government
2471,New Zealand RC,New Zealand Red Cross,Red Cross/Red Crescent
2482,Nextel Peru,Nextel Peru,Private organization/foundation
3148,Next Step AS,Next Step AS,NGO
5326,NSP,Next Step Productions,NGO
5715,Ngazi Moja Foundation,Ngazi Moja Foundation,Private organization/foundation
7326,"NGO ""AUO on Affairs of IDPs""","NGO ""All-Ukrainian Organization on Affairs of Internally Displaced Persons""",NGO
8749,Atina,NGO Atina - Citizens Association for Combating Trafficking in Human Beings and all Forms of Gender-based Violence,NGO
4490,NGO Consortium,NGO Consortium,NGO
1983,NCCI,NGO Coordination Committee for Iraq,NGO
7329,CFP,"NGO ""Country of Free People""",NGO
7306,Crimean Diaspora,NGO Crimean Diaspora,NGO
6461,NDC,NGO Development Center,NGO
9566,NGODF,NGO Development Foundation,NGO
1367,NGO FORUM,NGO FORUM,NGO
9805,NGO Forum (Bangladesh),NGO Forum for Public Health,NGO
6774,NGO Free Ukraine,NGO Free Ukraine,NGO
3719,NGO Fridsro,NGO Fridsro,NGO
1357,NGO Joint Initiative,NGO Joint Initiative,NGO
8076,NGO HFPD,"NGO ""Kharkov FUND Psychological Studies""",NGO
3094,NGO Mondo,NGO Mondo,NGO
1277,NGO Ninez y Vida,NGO Ninez y Vida,NGO
9088,Open Policy,NGO Open Policy Foundation,NGO
9154,POD-Mali,NGO Peace One Day Mali,NGO
9106,Proliska,NGO Proliska,NGO
7328,PROMIR,NGO “PROMIR”,NGO
8077,RB Sociologist,"NGO ""Research Bureau Sociologist""",NGO
8418,NGOs,NGOs,NGO
6094,NSP,NGO Safety Program,NGO
4319,NGOs,NGOs (details not yet provided),NGO
6338,NDS,NGO's Development Society,NGO
4213,NSP,NGO Security Programme,NGO
3234,NGOs; Red Cross/Red Crescent,NGOs; Red Cross/Red Crescent (details not yet provided),Red Cross/Red Crescent
4410,NGOSN,NGOs Supportive Network,NGO
6773,NGO Ukrainian Cultural Center,NGO Ukrainian Cultural Center,NGO
4862,Nicaragua,"Nicaragua, Government of",Government
2472,Nicaragua RC,Nicaraguan Red Cross,Red Cross/Red Crescent
2777,Niger,"Niger, Government of",Government
4343,Nigeria,"Nigeria, Government of",Government
8728,Nigeria Humanitarian Fund,Nigeria Humanitarian Fund,Pooled fund
9604,NBA,Nigerian Bar Association,NGO
1887,Nigeria RC,Nigerian Red Cross Society,Red Cross/Red Crescent
140,NIISO,NIISO,NGO
4742,Nike,Nike,Private organization/foundation
436,Nikon,Nikon,Private organization/foundation
9660,NAI,Nile Aid Initiative,NGO
1858,Nile Hope,Nile Hope,NGO
940,NHDF,Nile Hope Development Forum,NGO
9708,NIDO,Nile Initiative Development Organization,NGO
10644,NICE,Nile Initiative for Community Empowerment,NGO
3240,NPPC,Nile People's Peace Conference,Private organization/foundation
8037,NSDI,Nile Sisters Development Initiative,NGO
9046,NSG,Nile Star Global,NGO
9025,NSDO,Nile Sustainable Development Organization,NGO
8360,NCSON,Ninevah Civil Society Network,NGO
9402,Ningonet,Ningonet for Humanitarian Development Response Initiative,NGO
4281,Niños de la Tierra,Niños de la Tierra,Private organization/foundation
5252,Ninôs del Cusco,Ninôs del Cusco,Private organization/foundation
437,Nintendo,Nintendo,Private organization/foundation
9672,Ninurta,Ninurta,NGO
6198,Nippon Foundation,Nippon Foundation,Private organization/foundation
3982,NICCOD,Nippon International Cooperation for Community Development,NGO
2879,NIRAS,NIRAS,Private organization/foundation
306,NDO,Nisa Development Organization,NGO
249,NOW,Nishat Welfare Organization,NGO
5555,NiSource Charitable Foundation,NiSource Charitable Foundation,Private organization/foundation
1697,Nissan Corporation,Nissan Corporation,Private organization/foundation
10899,NADEV,Nkong Hill Top Association for Development,NGO
7779,NLP,NLP Organization For Training,NGO
5247,Nobels Fredssenter,Nobels Fredssenter,Private organization/foundation
8245,NSOPS,Nogav NGO for Peace and Solidarity,NGO
3974,NSSS,Nojawan Sindh Samaji Sangat,NGO
5587,Nokia,Nokia,Private organization/foundation
4202,NAPAD,Nomadic Assistance for Peace and Development,NGO
10418,NODO,Nomadic Development Organization,NGO
673,NOHA,Nomadic Heritage Aid,NGO
5941,NRDO,Nomads and Rural Development Organization,NGO
2760,MONEC,Nomads Development and Environmental Conservation,NGO
3251,NOMECO,NOMECO,Private organization/foundation
1800,Nomura ,Nomura Group,Private organization/foundation
427,NIEW,Non-Aligned Movement Institute for the Empowerment of Women,Government
7416,NGO “AirLight”,"Non-Governmental Organization ""AirLight""",NGO
9362,NONGOR,Non-Governmental Organization for National Goals to be Obtained and Retained,NGO
10413,"NGO ""Freedom-Community-Cossacks""","Non-Governmental Organization ""Freedom-Community-Cossacks""",NGO
9537,"NGO ""Your Way""","Non-governmental organization ""Public Association ""Your Way""",NGO
144,NI,Nonviolence International,NGO
4284,NPP,Nonviolent Peaceforce,NGO
1373,NVPF,Non Violent Peace Force,NGO
3617,NPSL,Non Violent Peace Force Sri Lanka,Private organization/foundation
448,NPSD,Nonviolent Peaceforce Sudan,NGO
1450,NCO,Noon Charity Organization,NGO
8004,NOCCCD,Noon Organization for Child Care and Community Development,NGO
1582,NHF,Noor Al Hussein Foundation,Private organization/foundation
7673,NMYO,Noor Al-Mustaqbal Youth Organization,NGO
2491,NOOR Dubai,NOOR Dubai,Private organization/foundation
1843,NEC,Noor Educational Centre,NGO
5008,NET,Noor Education Trust,NGO
7347,NORD Noor,Noor Organization for Rural Development,NGO
6446,NOOR Pakistan,NOOR Pakistan,NGO
11578,No Permitas Malos Tratos,No Permitas Malos Tratos,NGO
4828,NORAD-Asia,NORAD-Asia,NGO
11397,NorDev,Nord-Développement,NGO
2286,NDRF,Nordic Demining Research Forum,Private organization/foundation
1432,NIAS,Nordic Institute of Asian Studies,Private organization/foundation
5346,NIRF,Nordic International Rescue Foundation,Private organization/foundation
2108,NDN,Nordkoreapsykiatri v/ Dag Norum,NGO
7859,NDO,Norel Developmental Organization,NGO
223,Norfund,Norfund,Private organization/foundation
1993,NF,Norges Fredslag,NGO
2722,NGI,Norges Geotekniske Institutt,Private organization/foundation
4372,Norges Juristforbund,Norges Juristforbund,Private organization/foundation
3153,Norges Vel,Norges Vel,NGO
1511,Normeca AS,Normeca AS,NGO
1433,Norske Menneskerettighetsfond,Norske Menneskerettighetsfond,NGO
1439,Norske PEN,Norske PEN,NGO
1438,Norske Pinsemenigheters Ytremisjon,Norske Pinsemenigheters Ytremisjon,NGO
1434,Norsk forbund f. utv.hemmede,Norsk forbund f. utv.hemmede,NGO
3144,Norsk Fredssenter,Norsk Fredssenter,NGO
6602,Norsk Journalistlag,Norsk Journalistlag,NGO
3990,NLM,Norsk Luthersk Misjonssamband,NGO
6608,NORDEM,Norsk Ressursbank for demokrati og menneskerettigheter,NGO
1441,SMR,Norsk senter for menneskerettigheter,NGO
2381,NTHO,Norsk tamilsk helse organisasjon,NGO
3641,NVS,Norsk Vietnamesisk Senter,NGO
3856,NATO,North Atlantic Treaty Organization,Inter-governmental
4796,NEAFF,Northeast Asia Forest Forum,NGO
672,NERDO,North East Relief And Development Organization,NGO
4801,NA,Northern Aid,NGO
7109,NoFYL,Northern Frontier Youth League,NGO
6832,NORKENYA,Northern Kenya Caucus,NGO
9117,CNNORI,Northern Nigeria Open Rights Initiative,NGO
8898,NRT,Northern Rangelands Trust,NGO
4150,NOREF,Northern Region Education Forum,NGO
9212,NOSCEF,Northern States Christians Elders Forum,NGO
1642,Northern Trust Corporation,Northern Trust Corporation,Private organization/foundation
5390,Northfield Bank Foundation,Northfield Bank Foundation,Private organization/foundation
5538,Northland Foundation,Northland Foundation,Private organization/foundation
5459,Northrop Grumman Corp,Northrop Grumman Corp,Private organization/foundation
2071,NSI,North-South Institute,Private organization/foundation
5485,Northwestern Mutual Corp.,Northwestern Mutual Corp.,Private organization/foundation
1885,NWMTI,Northwest Medical Teams International,NGO
3699,NWM,Northwest Woolen Mills,Private organization/foundation
2930,Norway,"Norway, Government of",Government
5158,NAC,Norwegian Afghanistan Committee,NGO
2826,NORWAC,Norwegian Aid Committee,NGO
8010,NORCAP,Norwegian Capacity,NGO
3741,NEAPPI,Norwegian Ecumenical Accompaniment Programme in Palestine and Israel,Inter-governmental
2350,NMA,Norwegian Medical Association,NGO
4874,NPM,Norwegian Pentecostal Movement,NGO
2991,NPA,Norwegian People's Aid,NGO
5285,NPO-RRAA,Norwegian Project Office-Rural Rehabilitation Association for Afghanistan,NGO
2473,Norway RC,Norwegian Red Cross,Red Cross/Red Crescent
2178,NRC,Norwegian Refugee Council,NGO
3507,NRC/CARDI,Norwegian Refugee Council/CARDI,NGO
11451,NRC,Norwegian Research Council,Government
4441,NORSAR,Norwegian Search and Rescue,NGO
7073,Norwegian Society for Sea Rescue,Norwegian Society for Sea Rescue,NGO
2559,NTHO,Norwegian Tamils Health Organisation,NGO
9441,NPFS - Haiti,Nos Petits Frères et Sœurs - Haiti,NGO
7213,NOSTOS,NOSTOS - Organisation for Social Integration,NGO
8129,"""Nostos"" Organization for Social Integration","""Nostos"" Organization for Social Integration",NGO
1702,Not on our Watch,Not on our Watch,Private organization/foundation
7817,NOTR,NOTR Organization for Technology and Researches,NGO
9921,NFRD,Nour Foundation for Relief and Development,NGO
9926,Nour ODHA,Nour Organization for Development and Humanitarian Aid,NGO
10122,Nous Cims,Nous Cims,Private organization/foundation
1208,NOHO,Nouveaux Horizons,NGO
1044,NADIEH,Nouvelle Approche pour le Développement Integral de l'Etre Humain,NGO
7743,Nova - NOVACT,Nova - Centre per la Innovació Social / NOVACT,NGO
5417,Novartis,Novartis,Private organization/foundation
438,Novellus Systems,Novellus Systems,Private organization/foundation
3893,NOVIB,NOVIB,NGO
9432,NoVo,NoVo Foundation,Private organization/foundation
6416,Novo Nordisk,Novo Nordisk,Private organization/foundation
4551,NPO/RRAA,NPO/RRAA,NGO
9279,NRS - R,NRS Relief,Private organization/foundation
4499,NTNU,NTNU,Private organization/foundation
4943,NNA,Nturengaho Association,Private organization/foundation
360,NU,NU,NGO
7804,NMDP-Network,Nuba Mountain Displaced People - Network,NGO
5165,NRRDO,"Nuba Mountain Relief, Rehabilitation and Development Organization",NGO
8567,NMIAD,Nuba Mountains International Association for Development,NGO
1959,NMSA,Nuba Mountains Solidarity Abroad,NGO
6024,NORD Nuba,Nuba Organization for Rehabiltation and Development,NGO
5937,NuWEDA,Nuba Women for Education and Development Association,NGO
6748,NPC,Nuer Peace Council,NGO
8064,NYPRF,Nuer Youth for Peace and Reconciliation Forum,NGO
9440,NPH,Nuestros Pequeños Hermanos,NGO
7678,NFDO,Nujeen for Family Democratising Organisation,NGO
439,Nukepills,Nukepills,Private organization/foundation
7124,NK,Nun Kultura,NGO
3730,NUPI,NUPI - Norsk utenr.pol. inst.,NGO
2773,Nurani Dunia,Nurani Dunia,NGO
9297,NA,Nurture Africa,NGO
11015,NEST,Nurture and Educate Students Today,NGO
6971,Nurture and Reform Organization,Nurture and Reform Organization,NGO
8739,NPI,Nurture Project International,NGO
6590,NuSS,Nurture South Sudan,NGO
11454,Nusaned,Nusaned,NGO
8146,NRSTA,Nuseirat Rehabilitation and Social Training Association,NGO
4699,NAZ,Nutrition Action Zimbabwe,NGO
11372,NI,Nutrition International,NGO
1163,NOPD,Nwafith for Peace and Development,NGO
7671,NWE,NWE Organization for protecting Environment and Women right's,NGO
6586,NS,Nyayik Sansar,NGO
808,Nyein (Shalom) Foundation,Nyein (Shalom) Foundation,NGO
5447,NYSE Euronext,NYSE Euronext,Private organization/foundation
8441,Oak Foundation,Oak Foundation,Private organization/foundation
2444,OAP,OAP,Private organization/foundation
9341,OBAT,OBAT Helpers,NGO
3614,OTM,Objectif Tiers Monde,Private organization/foundation
10802,ODEF,Observatoire Femme,NGO
6656,OMADHD,Observatoire Mauritanien des Droits de l'Homme et de la Démocratie,NGO
10160,ONLCT : Où est ton frère?,Observatoire National pour la Lutte contre la Criminalité Transnationale : Où est ton frère?,NGO
4660,OSC,Observatorio San Calixo,Private organization/foundation
3819,OCAPROCE,OCAPROCE,NGO
5697,Occidental Petroleum,Occidental Petroleum,Private organization/foundation
8020,occupied Palestinian territory Humanitarian Fund,occupied Palestinian territory Humanitarian Fund,Pooled fund
6947,OSSHHM,Oceania Society for Sexual Health and HIV Medicine,NGO
9135,OTP,Ocean Training and Promotion,NGO
8423,OCHA NGO Funds,OCHA NGO Funds,UN agency
4291,OI,Ockenden International,NGO
11184,OCP,OCP AFRICA,Other
2504,OCPH,OCPH,NGO
7411,OFDC,Ocsana Foundation for Development,NGO
4329,ODW,ODW,NGO
781,Oeuvre d'Orient,Oeuvre d'Orient,NGO
6829,OMAES,Oeuvre Malienne d'Aide à  l' Enfance du Sahel,NGO
4512,Oeuvres hospitalières françaises de l'Ordre de Malte,Oeuvres hospitalières françaises de l'Ordre de Malte,NGO
5317,OfERR Ceylon,OfERR Ceylon,NGO
1221,ODE,Office de Développement des Eglises Evangéliques,NGO
5460,Office Depot,Office Depot,Private organization/foundation
1956,ODCCP,Office for Drug Control and Crime Prevention,UN agency
3104,OIF,Office for Intellectual Freedom,Private organization/foundation
4396,OCHA,Office for the Coordination of Humanitarian Affairs,UN agency
3395,OPDEM,Office of Preparedness for Disasters and Emergencies,Private organization/foundation
3,OHCHR,Office of the High Commissioner for Human Rights,UN agency
6864,OHC,Office of the Humanitarian Coordinator,UN agency
1798,Office of the Representative of the Dalai Lama,Office of the Representative of the Dalai Lama,Private organization/foundation
4816,ORCHC,Office of the Resident and Humanitarian Coordinator,UN agency
388,UNSCO,Office of the United Nations Special Coordinator for the Middle East Peace Process,UN agency
1416,ODA,Official Development Assistance,NGO
9448,OKPK,Oganis pou Kore Pwoje Kominote,NGO
1234,OFTNB,"Oganizasyon Fanm, Tou Nef Balan",NGO
7147,Òganizasyon Fanm tou Nèf Balan,Òganizasyon Fanm tou Nèf Balan,NGO
10938,OWED,Oganization for Women's Empowerment and Development,NGO
2189,OHA,OHA,NGO
4300,OIKOS,OIKOS - Intercooperação e Desenvolvimento,NGO
3303,OFFP,Oil for Food Programme,UN agency
3298,OIP,OIP - Office of the Iraq Programme,UN agency
3575,OJAR,OJAR,NGO
11220,Ociud,Ojo Ciudadano Asociación Civil,Private organization/foundation
9627,OAF,Okay Africa Foundation,NGO
2170,OCK,Okedongmu Children in Korea,NGO
10354,OKI General Trading,O.K.I General Trading L.L.C.,Private organization/foundation
5774,OCCF,Oklahoma City Community Foundation,Private organization/foundation
3626,OMIK,Okoa Mtoto Initiative Kenya,NGO
3675,öKO HIMAL,öKO HIMAL,NGO
8336,OMF,Ola Almajd Foundation,NGO
7375,Olasyar,"Olasyar - ""People's Friend""",NGO
10110,Ole Kirk,Ole Kirk’s Foundation,Private organization/foundation
8060,Olive Branch,Olive Branch Organization,NGO
2803,OLSET,OLSET,NGO
3261,Olympic Aid,Olympic Aid,NGO
6893,OMO,Om Al Momineen Charity Organization for Development,NGO
1417,OCO,Oman Charitable Organisation,Private organization/foundation
10,Oman,"Oman, Government of",Government
7825,OMWO,Omar Al Mokhtar for Widows and Orphans,NGO
1075,MARM,Omdrman Organization for Hospitals Care,NGO
6210,OKM,Omega Kingdom Ministry,NGO
6200,Omega Plus,Omega Plus,Private organization/foundation
10494,OCDO,Omeria Community Development Organization,NGO
